"0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20"
"","track_uri","track_name","mood","artist_uri","artist_name","genre","popularity","followers","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature"
"spotify:track:6CN7FuZ7o1xle9TNxApGeQ","spotify:track:6CN7FuZ7o1xle9TNxApGeQ","Holding On","sad","spotify:artist:6ASri4ePR7RlsvIQgWPJpS","iann dior","melodic rap","88","894121","0.706","0.76","8","-4.702","1","0.0369","0.0599","1.46e-06","0.202","0.564","95.499","4"
"spotify:track:7nHEmkpURecKykfN53r9F5","spotify:track:7nHEmkpURecKykfN53r9F5","Yayo","sad","spotify:artist:67lytN32YpUxiSeWlKfHJ3","Yung Lean","emo rap","66","508668","0.555","0.698","8","-8.706","1","0.0477","0.246","0.203","0.108","0.517","77.008","4"
"spotify:track:4J9SI7do4KOEsCexqEbjmR","spotify:track:4J9SI7do4KOEsCexqEbjmR","Rockstar Knights (with Trippie Redd)","sad","spotify:artist:0fA0VVWsXO9YnASrzqfmYu","Kid Cudi","hip hop","89","4355339","0.625","0.682","6","-6.292","0","0.126","0.384","4.54e-06","0.337","0.384","178.052","4"
"spotify:track:4VEEDnEFLI9dUy5QA51rom","spotify:track:4VEEDnEFLI9dUy5QA51rom","fools (can't help falling in love) (feat. Sody)","sad","spotify:artist:6vCIRD06VaQwwaZS0TqiCz","Foster","na","57","2827","0.706","0.604","2","-6.932","1","0.303","0.418","0.0","0.242","0.361","82.03","4"
"spotify:track:2RunxngjOjMmQmk4AeLJMh","spotify:track:2RunxngjOjMmQmk4AeLJMh","nothinglastsforever","sad","spotify:artist:5TbLOwv8BNnik3f03NZJlt","TOKYO’S REVENGE","meme rap","69","214077","0.649","0.41","0","-8.817","1","0.0329","0.802","0.0","0.706","0.454","123.824","4"
"spotify:track:1TqAVtOdItBGgG2cpZuLsA","spotify:track:1TqAVtOdItBGgG2cpZuLsA","Miracle","sad","spotify:artist:11T18BfcT9H4yKtTcHEEJL","Yung Gwopp","na","39","22652","0.643","0.713","8","-6.298","1","0.0387","0.0152","0.0","0.167","0.276","82.51","4"
"spotify:track:5YSHygGN9D0mID1NsVd5my","spotify:track:5YSHygGN9D0mID1NsVd5my","Reminds Me Of You","sad","spotify:artist:4MCBfE4596Uoi2O4DtmEMz","Juice WRLD","chicago rap","97","14165545","0.613","0.631","4","-6.965","1","0.12","0.0663","0.0","0.169","0.33","149.992","4"
"spotify:track:0QU7CLqjvKmPtYkL3rx94M","spotify:track:0QU7CLqjvKmPtYkL3rx94M","Rest","sad","spotify:artist:70AkqfU43ou9hFxJZTDt7A","Wicca Phase Springs Eternal","dark trap","59","92962","0.661","0.658","6","-6.782","0","0.0303","0.0332","0.0464","0.315","0.6","147.991","4"
"spotify:track:4LVaDCxQfe7jnkONtp2IlV","spotify:track:4LVaDCxQfe7jnkONtp2IlV","Laylow","sad","spotify:artist:0pjzVvlSShyf6ZiWa7ICzw","andy polk","indie hip hop","30","2695","0.628","0.878","11","-4.712","0","0.0613","0.0239","0.00187","0.0389","0.854","94.045","4"
"spotify:track:7CCCX50zGHMTuHsyKQy03l","spotify:track:7CCCX50zGHMTuHsyKQy03l","Dancing in My Room","sad","spotify:artist:0bBz5bRBkExaej2HxtVfCw","347aidan","sad rap","72","103218","0.979","0.41","8","-11.056","0","0.112","0.658","3.42e-05","0.205","0.74","119.971","4"
"spotify:track:4WwynJRKVuJzMgew9ptoDe","spotify:track:4WwynJRKVuJzMgew9ptoDe","The feelings tend to stay the same","sad","spotify:artist:2JbE7jUIGtpXSzytnyMg6U","Curtis Waters","na","68","54327","0.804","0.561","7","-7.858","1","0.0357","0.0478","0.000168","0.113","0.763","130.004","4"
"spotify:track:58Tv7AKHHXbGTYfuXrUGVU","spotify:track:58Tv7AKHHXbGTYfuXrUGVU","big face (feat. Mike Kinsella of American Football)","sad","spotify:artist:4OxvOPeLvZWDxihwqtOC4D","boyband","indie hip hop","36","3333","0.551","0.833","9","-3.981","0","0.0887","0.116","0.0","0.235","0.159","169.917","4"
"spotify:track:6oXgRfFIvzWe83K5la8oI9","spotify:track:6oXgRfFIvzWe83K5la8oI9","Sitting In Fire","sad","spotify:artist:4HAfqyKr4Sqtab6ttHWXgE","MASN","emo rap","68","57119","0.558","0.625","7","-5.253","1","0.0359","0.0146","2.87e-05","0.328","0.293","171.934","4"
"spotify:track:6g33zvMOjqKjbVLQ6bKdSA","spotify:track:6g33zvMOjqKjbVLQ6bKdSA","OTT","sad","spotify:artist:2Ltr0s15RyvsjqWzSmiSRs","Allday","australian hip hop","57","89254","0.801","0.891","0","-5.668","1","0.0455","0.064","0.0828","0.147","0.688","134.947","4"
"spotify:track:60ABqMtWZFSWw1sxuzo8Pe","spotify:track:60ABqMtWZFSWw1sxuzo8Pe","Pikachu","sad","spotify:artist:67lytN32YpUxiSeWlKfHJ3","Yung Lean","emo rap","66","508668","0.701","0.464","5","-8.952","1","0.101","0.773","0.755","0.119","0.359","140.955","4"
"spotify:track:3ih7DSjunO6fqpFJKc64rj","spotify:track:3ih7DSjunO6fqpFJKc64rj","Ascension","sad","spotify:artist:4lyCoxLN0aW7nJy5rec0tG","daine","chill pop","38","3410","0.54","0.818","6","-2.697","0","0.0483","0.0565","1.54e-06","0.105","0.189","123.067","4"
"spotify:track:1AUkvNyQTV5ppik3JH9tJW","spotify:track:1AUkvNyQTV5ppik3JH9tJW","alive","sad","spotify:artist:6zqcGQ6MH6yetBUoquMnL7","guardin","dark trap","65","135011","0.347","0.915","6","-5.064","1","0.0603","0.000388","0.0","0.361","0.338","143.739","4"
"spotify:track:1HxwMfbIBoc4DFy1aqhU5W","spotify:track:1HxwMfbIBoc4DFy1aqhU5W","Hardcore","sad","spotify:artist:70AkqfU43ou9hFxJZTDt7A","Wicca Phase Springs Eternal","dark trap","59","92962","0.577","0.876","5","-8.182","1","0.0368","0.00783","0.000147","0.111","0.412","90.005","4"
"spotify:track:08AJ0xQv5LRZsvXf1Jkr2y","spotify:track:08AJ0xQv5LRZsvXf1Jkr2y","Gym Class","sad","spotify:artist:2kCcBybjl3SAtIcwdWpUe3","Lil Peep","emo rap","88","5697002","0.622","0.347","8","-13.292","1","0.0649","0.507","0.00421","0.0841","0.0757","75.512","4"
"spotify:track:6wQE7HoRJ1FrKlt31QhC99","spotify:track:6wQE7HoRJ1FrKlt31QhC99","OPEN WOUND","sad","spotify:artist:5yJAfyfCn2mE6q9GeYrKWb","Just John","canadian hip hop","35","1962","0.685","0.603","0","-6.557","1","0.0921","0.0792","0.0","0.332","0.254","145.937","4"
"spotify:track:4eiJ06ZGYGwNhFPnEB0B61","spotify:track:4eiJ06ZGYGwNhFPnEB0B61","All Da Way","sad","spotify:artist:2Ltr0s15RyvsjqWzSmiSRs","Allday","australian hip hop","57","89254","0.745","0.538","6","-8.42","0","0.0438","0.481","0.0476","0.136","0.349","156.043","4"
"spotify:track:37VBx7dOJoPbujBNhhyDOS","spotify:track:37VBx7dOJoPbujBNhhyDOS","Miss Me","sad","spotify:artist:3blRQedtHHIGK76BFF1n1P","Darcy Baylis","australian electropop","27","1283","0.572","0.939","7","-5.668","1","0.0895","0.00525","0.0347","0.108","0.426","167.591","4"
"spotify:track:4r6TS1gNXxga38z2Nq5qYn","spotify:track:4r6TS1gNXxga38z2Nq5qYn","Angel Numbers","sad","spotify:artist:4lyCoxLN0aW7nJy5rec0tG","daine","chill pop","38","3410","0.437","0.713","7","-4.604","1","0.0291","0.121","0.0","0.21","0.336","76.534","4"
"spotify:track:7vNjgzCkgbWjpxKcKdE9Rc","spotify:track:7vNjgzCkgbWjpxKcKdE9Rc","Deep End","sad","spotify:artist:1oeIppGsOjT6kLw7Zzea09","Clay Daniels","na","4","32","0.702","0.435","8","-8.234","1","0.0371","0.0482","0.0","0.138","0.148","150.067","4"
"spotify:track:02KNB1V8XLUnNrBbhhbaJ5","spotify:track:02KNB1V8XLUnNrBbhhbaJ5","Pull It Forward","sad","spotify:artist:70AkqfU43ou9hFxJZTDt7A","Wicca Phase Springs Eternal","dark trap","59","92962","0.626","0.799","4","-5.188","0","0.0796","0.11","3.71e-05","0.0843","0.431","74.01","4"
"spotify:track:2QsBAfiNmngcrZsOTznqBG","spotify:track:2QsBAfiNmngcrZsOTznqBG","Just My Luck","sad","spotify:artist:3tQx1LPXbsYjE9VwN1Peaa","Marc E. Bassy","pop","71","337055","0.617","0.64","8","-5.601","1","0.042","0.283","1.02e-06","0.164","0.346","156.98","4"
"spotify:track:042IeGMfDUfLZDwfo82JJw","spotify:track:042IeGMfDUfLZDwfo82JJw","till the sun comes","sad","spotify:artist:0bBz5bRBkExaej2HxtVfCw","347aidan","sad rap","72","103218","0.857","0.293","5","-10.668","0","0.306","0.661","1.79e-06","0.25","0.526","144.075","4"
"spotify:track:1AKk2TFBIVfjHQBIm60Z3F","spotify:track:1AKk2TFBIVfjHQBIm60Z3F","SO BAD SO WHAT","sad","spotify:artist:5D28O29XHRpautDpiaha2K","Colby Lafayette","na","41","2788","0.714","0.445","6","-7.417","1","0.0596","0.713","0.000399","0.112","0.307","159.984","4"
"spotify:track:6BI0Na9AtisZ3PpkPqEeXk","spotify:track:6BI0Na9AtisZ3PpkPqEeXk","dropout","sad","spotify:artist:4kqFrZkeqDfOIEqTWqbOOV","brakence","emo rap","61","56173","0.752","0.273","1","-11.269","1","0.138","0.445","0.0","0.155","0.629","141.039","4"
"spotify:track:2yUksuSslLovOAFumnm9yI","spotify:track:2yUksuSslLovOAFumnm9yI","Picking Flowers","sad","spotify:artist:4lyCoxLN0aW7nJy5rec0tG","daine","chill pop","38","3410","0.637","0.813","4","-3.628","0","0.0223","0.422","1.48e-05","0.14","0.309","96.981","4"
"spotify:track:2J3z8ARclylMrFZ0VS9HPL","spotify:track:2J3z8ARclylMrFZ0VS9HPL","realtree","sad","spotify:artist:4OxvOPeLvZWDxihwqtOC4D","boyband","indie hip hop","36","3333","0.636","0.699","0","-7.759","1","0.0398","0.00337","0.0","0.503","0.12","127.022","4"
"spotify:track:1ey9sUYblG0wURc8JjDrKW","spotify:track:1ey9sUYblG0wURc8JjDrKW","Outta Space (feat. Allday & Fossa Beats)","sad","spotify:artist:571VxoWCBMPacek7MmocqU","JXN","na","41","8300","0.68","0.57","6","-4.217","1","0.0721","0.324","0.0","0.096","0.764","84.87","4"
"spotify:track:4urudoknup7U1U3wpFE76g","spotify:track:4urudoknup7U1U3wpFE76g","Eyes","sad","spotify:artist:1fsCfvdiomqjKJFR6xI8e4","Cold Hart","dark trap","64","79160","0.636","0.842","10","-6.347","1","0.0368","0.061","0.00328","0.105","0.9","92.524","4"
"spotify:track:4RB4p9IJ4cktm4p8c7hVlx","spotify:track:4RB4p9IJ4cktm4p8c7hVlx","he doesn't love her","sad","spotify:artist:7lU8Gtn7moZmPqqu4oPkEh","Brevin Kim","boston hip hop","43","5509","0.398","0.55","9","-4.909","0","0.0375","0.462","0.0","0.119","0.119","99.663","4"
"spotify:track:6FWP8XKksDsdj6q9DPYfXB","spotify:track:6FWP8XKksDsdj6q9DPYfXB","Sunshine","sad","spotify:artist:686zrKch7tQIpoOpdSIpTo","Triple One","australian hip hop","55","68696","0.647","0.752","0","-4.834","1","0.295","0.151","0.0","0.624","0.533","175.991","4"
"spotify:track:5PtGchZh3CKBpY9CSUfY3C","spotify:track:5PtGchZh3CKBpY9CSUfY3C","fwb","sad","spotify:artist:4kqFrZkeqDfOIEqTWqbOOV","brakence","emo rap","61","56173","0.697","0.544","11","-7.109","1","0.501","0.149","0.0","0.745","0.833","169.248","4"
"spotify:track:0V3TfXGf7nLPCWFUGhKNjc","spotify:track:0V3TfXGf7nLPCWFUGhKNjc","My Way Out","sad","spotify:artist:4lyCoxLN0aW7nJy5rec0tG","daine","chill pop","38","3410","0.632","0.645","7","-8.848","1","0.0267","0.292","8.21e-06","0.116","0.197","132.015","4"
"spotify:track:5POSl242zQvbuCC9fMzv6D","spotify:track:5POSl242zQvbuCC9fMzv6D","Fucking for a Reason","sad","spotify:artist:6bnlvICBjK7fuNSB1ohqS5","Danger Incorporated","dark trap","59","143190","0.665","0.528","0","-6.346","1","0.034","0.107","0.0","0.17","0.391","101.983","4"
"spotify:track:0R6dvBlNevqkzioHLoygbI","spotify:track:0R6dvBlNevqkzioHLoygbI","IT'S ALL FADING TO BLACK","sad","spotify:artist:15UsOTVnJzReFVN1VCnxy4","XXXTENTACION","emo rap","91","23702653","0.646","0.546","7","-6.9","1","0.0303","0.106","0.00492","0.207","0.252","105.047","4"
"spotify:track:5Kjz86OFAoN6D4kF1BTSEc","spotify:track:5Kjz86OFAoN6D4kF1BTSEc","Moon & Stars (feat. Maggie Lindemann)","sad","spotify:artist:5IbEL2xjRtKsunfmsahLuO","$NOT","florida rap","77","455974","0.713","0.47","9","-8.698","1","0.0864","0.606","1.35e-05","0.306","0.0825","84.518","4"
"spotify:track:5nKU5W95XdlxqytKHgmMOQ","spotify:track:5nKU5W95XdlxqytKHgmMOQ","Contact","sad","spotify:artist:6zqcGQ6MH6yetBUoquMnL7","guardin","dark trap","65","135011","0.521","0.794","2","-3.263","1","0.111","0.128","7.24e-05","0.493","0.325","83.009","4"
"spotify:track:6pgSQuEY2hJhRkC4YpZfJQ","spotify:track:6pgSQuEY2hJhRkC4YpZfJQ","Demons and Monsters","sad","spotify:artist:0bBz5bRBkExaej2HxtVfCw","347aidan","sad rap","72","103218","0.786","0.319","9","-11.699","0","0.0718","0.927","1.07e-06","0.265","0.392","80.996","4"
"spotify:track:393EEyHSlO4xDElBgcJKEE","spotify:track:393EEyHSlO4xDElBgcJKEE","drank 3 of my parents' craft beers to make eye contact with you","sad","spotify:artist:4kqFrZkeqDfOIEqTWqbOOV","brakence","emo rap","61","56173","0.912","0.659","9","-9.961","1","0.301","0.613","0.0666","0.715","0.525","119.949","4"
"spotify:track:54JbP4PgOMQGowCbCfjCNA","spotify:track:54JbP4PgOMQGowCbCfjCNA","Float","sad","spotify:artist:5fENlrINIVP0gJOtKxvORt","Call Me Karizma","emo rap","66","134611","0.822","0.522","4","-8.744","0","0.0965","0.491","0.0","0.101","0.0672","111.098","4"
"spotify:track:77UXyXy6qie0sOtLdEIH4A","spotify:track:77UXyXy6qie0sOtLdEIH4A","Demons","sad","spotify:artist:3MZsBdqDrRTJihTHQrO6Dq","Joji","alternative r&b","86","3805799","0.458","0.378","2","-11.354","0","0.15","0.416","0.0919","0.0966","0.037","168.232","3"
"spotify:track:2L2mNkEWo818IE4fKbnP0O","spotify:track:2L2mNkEWo818IE4fKbnP0O","Would Look Perfect","sad","spotify:artist:6bmlMHgSheBauioMgKv2tn","Powfu","sad rap","80","708052","0.788","0.537","9","-4.966","0","0.107","0.844","0.0","0.117","0.434","85.03","4"
"spotify:track:0sFqD0Mxcv3QLVyrWEddJ0","spotify:track:0sFqD0Mxcv3QLVyrWEddJ0","Just Like You Do","sad","spotify:artist:0inkJpjAKDnQOv2VHBCU0Z","SadBoyProlific","emo rap","71","174745","0.707","0.334","1","-15.185","1","0.0907","0.628","0.135","0.157","0.103","127.973","4"
"spotify:track:6rlqr4feFaPiC1voPG0LcZ","spotify:track:6rlqr4feFaPiC1voPG0LcZ","alive - Single Version","sad","spotify:artist:6zqcGQ6MH6yetBUoquMnL7","guardin","dark trap","65","135011","0.218","0.899","1","-4.437","1","0.0903","1.26e-05","0.0","0.113","0.195","144.125","5"
"spotify:track:3C39BgVuWsJCJWOMYIoi9C","spotify:track:3C39BgVuWsJCJWOMYIoi9C","Be Happy","sad","spotify:artist:0bBz5bRBkExaej2HxtVfCw","347aidan","sad rap","72","103218","0.692","0.257","11","-17.159","0","0.0924","0.564","0.0435","0.25","0.204","91.983","4"
"spotify:track:2I3pcpsJQlMxgrgRL6hGcW","spotify:track:2I3pcpsJQlMxgrgRL6hGcW","Autumn Collection","sad","spotify:artist:686zrKch7tQIpoOpdSIpTo","Triple One","australian hip hop","55","68696","0.682","0.629","6","-6.073","1","0.0252","0.142","0.0","0.0881","0.225","116.932","4"
"spotify:track:0NzH3fU6dpigJZCu1lP4lz","spotify:track:0NzH3fU6dpigJZCu1lP4lz","Good Morning","sad","spotify:artist:6Xgp2XMz1fhVYe7i6yNAax","Trippie Redd","melodic rap","88","5649233","0.768","0.646","0","-7.436","0","0.102","0.553","7.82e-06","0.218","0.598","143.047","4"
"spotify:track:3XWaPlRjKdaHXxLh4CIxRX","spotify:track:3XWaPlRjKdaHXxLh4CIxRX","FALLING","sad","spotify:artist:1mXFL9lV4VY7dDstryxvD0","Monto","na","25","511","0.578","0.535","7","-8.639","1","0.0363","0.292","0.0","0.158","0.209","82.984","4"
"spotify:track:1TQGVAi1Hx83KDczqwNJZX","spotify:track:1TQGVAi1Hx83KDczqwNJZX","white lie","sad","spotify:artist:1pVa1yITCEfqfAvQaaHvAt","contradash","na","43","4094","0.607","0.872","1","-4.858","0","0.105","0.105","0.0","0.333","0.831","160.014","4"
"spotify:track:4HbeGjbt7u3pvwDk1vN7P0","spotify:track:4HbeGjbt7u3pvwDk1vN7P0","Mystery of Love","sad","spotify:artist:4MXUO7sVCaFgFjoTI5ox5c","Sufjan Stevens","baroque pop","74","1222027","0.365","0.273","4","-16.526","0","0.038","0.94","0.431","0.109","0.238","132.285","5"
"spotify:track:6mORGLOz79w6VsCRLWYYuK","spotify:track:6mORGLOz79w6VsCRLWYYuK","The Night We Met","sad","spotify:artist:6ltzsmQQbmdoHHbLZ4ZN25","Lord Huron","indie folk","73","769769","0.443","0.369","9","-9.514","1","0.0441","0.969","0.277","0.638","0.0989","174.107","3"
"spotify:track:4S6PolgPZ5OLph314ww8Fg","spotify:track:4S6PolgPZ5OLph314ww8Fg","Eugene","sad","spotify:artist:4kIwETcbpuFgRukE8o7Opx","Arlo Parks","alternative r&b","66","162457","0.606","0.589","7","-7.194","0","0.0456","0.75","0.0102","0.0922","0.889","174.285","4"
"spotify:track:5WfACgyEk4rwdWU3rrzNt1","spotify:track:5WfACgyEk4rwdWU3rrzNt1","Godspeed","sad","spotify:artist:53KwLdlmrlCelAZMaLVZqU","James Blake","indie soul","73","1112921","0.395","0.174","6","-10.313","1","0.043","0.916","0.00602","0.104","0.221","73.773","3"
"spotify:track:3cr3oAP4bQFNjZBV7ElKaB","spotify:track:3cr3oAP4bQFNjZBV7ElKaB","I Know The End","sad","spotify:artist:1r1uxoy19fzMxunt3ONAkG","Phoebe Bridgers","indie pop","77","451104","0.328","0.32","1","-10.282","1","0.035","0.324","0.019","0.234","0.259","111.453","4"
"spotify:track:14JzyD6FlBD5z0wV5P07YI","spotify:track:14JzyD6FlBD5z0wV5P07YI","when the party's over","sad","spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH","Billie Eilish","electropop","92","36527428","0.498","0.104","1","-14.08","0","0.0621","0.979","7.86e-05","0.0895","0.205","124.001","3"
"spotify:track:4g5QKYTjNoAN8w5LmNbkwo","spotify:track:4g5QKYTjNoAN8w5LmNbkwo","Angels","sad","spotify:artist:3iOvXCl6edW5Um0fXEBRXy","The xx","downtempo","70","3569313","0.424","0.157","9","-18.141","1","0.0428","0.95","0.0593","0.101","0.342","91.537","4"
"spotify:track:1VXm7mZBHT9PYav9LGWQlQ","spotify:track:1VXm7mZBHT9PYav9LGWQlQ","Touch","sad","spotify:artist:1QAJqy2dA3ihHBFIHRphZj","Cigarettes After Sex","ambient pop","75","1908992","0.486","0.5","6","-9.405","1","0.0241","0.375","0.918","0.103","0.369","95.917","4"
"spotify:track:3rTnGUeDrnZV22DvRuUuXr","spotify:track:3rTnGUeDrnZV22DvRuUuXr","Wait","sad","spotify:artist:63MQldklfxkjYDoUE4Tppz","M83","french shoegaze","72","1824139","0.437","0.229","2","-10.514","1","0.0308","0.221","0.0599","0.0935","0.0754","147.911","4"
"spotify:track:4AmcmraFjVzFb9SQDNTRyl","spotify:track:4AmcmraFjVzFb9SQDNTRyl","Youth","sad","spotify:artist:46CitWgnWrvF9t70C2p1Me","Daughter","shimmer pop","67","1116342","0.4","0.525","0","-11.294","1","0.0435","0.887","0.00543","0.117","0.408","146.977","4"
"spotify:track:3mtIUX9LrCpIUiAAv9SD4a","spotify:track:3mtIUX9LrCpIUiAAv9SD4a","Between the Bars","sad","spotify:artist:2ApaG60P4r0yhBoDCGD8YG","Elliott Smith","alternative rock","64","592539","0.519","0.0774","7","-23.593","0","0.0629","0.937","0.886","0.107","0.353","135.245","3"
"spotify:track:5GZEeowhvSieFDiR8fQ2im","spotify:track:5GZEeowhvSieFDiR8fQ2im","9 Crimes","sad","spotify:artist:14r9dR01KeBLFfylVSKCZQ","Damien Rice","acoustic pop","65","903685","0.346","0.139","0","-15.326","1","0.0321","0.913","7.73e-05","0.0934","0.116","136.168","4"
"spotify:track:5jafMI8FLibnjkYTZ33m0c","spotify:track:5jafMI8FLibnjkYTZ33m0c","High And Dry","sad","spotify:artist:4Z8W4fKeB5YxbusRsdQVPb","Radiohead","alternative rock","79","5708453","0.418","0.383","4","-11.782","1","0.0257","0.0718","0.0177","0.0896","0.352","87.773","4"
"spotify:track:6SctHYL0HaQ5hFpUxXULYa","spotify:track:6SctHYL0HaQ5hFpUxXULYa","September Song","sad","spotify:artist:1rKrEdI6GKirxWHxIUPYms","Agnes Obel","chamber pop","64","608048","0.23","0.0969","0","-27.045","1","0.0415","0.934","0.76","0.106","0.129","134.774","1"
"spotify:track:239IJFSqoUEL2k8tWzblWm","spotify:track:239IJFSqoUEL2k8tWzblWm","Wish You Were Here","sad","spotify:artist:64tVHZVSAZhDEiOJxnb6hE","Sparklehorse","alternative rock","49","106180","0.787","0.132","2","-16.174","1","0.0343","0.363","0.794","0.223","0.0933","104.928","4"
"spotify:track:1XQnZTR0ER8y5fGO17uX1R","spotify:track:1XQnZTR0ER8y5fGO17uX1R","Holocene","sad","spotify:artist:4LEiUm1SRbFMgfqnQTwUbQ","Bon Iver","eau claire indie","81","2835321","0.375","0.322","1","-14.38","1","0.03","0.941","0.537","0.119","0.155","147.961","4"
"spotify:track:5hc71nKsUgtwQ3z52KEKQk","spotify:track:5hc71nKsUgtwQ3z52KEKQk","Somebody Else","sad","spotify:artist:3mIj9lX2MWuHmhNCA7LSCW","The 1975","modern alternative rock","79","4575556","0.61","0.788","0","-5.724","1","0.0585","0.195","0.0142","0.153","0.472","101.045","4"
"spotify:track:0xF4pgg7PrOG1HccKenJYz","spotify:track:0xF4pgg7PrOG1HccKenJYz","Funeral","sad","spotify:artist:1r1uxoy19fzMxunt3ONAkG","Phoebe Bridgers","indie pop","77","451104","0.215","0.263","11","-14.416","1","0.0378","0.947","0.00028","0.0919","0.307","172.332","4"
"spotify:track:7rbCL7W893Zonbfnevku5s","spotify:track:7rbCL7W893Zonbfnevku5s","I Need My Girl","sad","spotify:artist:2cCUtGK9sDU2EoElnk0GNB","The National","indie rock","74","1265758","0.523","0.438","0","-11.49","0","0.0356","0.867","0.0723","0.123","0.106","126.028","4"
"spotify:track:1PfUKiMDKIlPEF9FfdJawc","spotify:track:1PfUKiMDKIlPEF9FfdJawc","hope is a dangerous thing for a woman like me to have - but I have it","sad","spotify:artist:00FQb4jTyendYWaN8pK0wa","Lana Del Rey","art pop","85","11699425","0.492","0.144","7","-10.125","1","0.0708","0.965","1.84e-06","0.161","0.274","164.839","3"
"spotify:track:0v6lbGn9fC1YEa7WQZjFNX","spotify:track:0v6lbGn9fC1YEa7WQZjFNX","Santa Barbara","sad","spotify:artist:0W79ONUwHoehEib1nRXlmi","Angelo De Augustine","chamber pop","53","39219","0.597","0.157","7","-17.199","0","0.0451","0.962","0.0259","0.107","0.498","81.009","4"
"spotify:track:0iOuOHywtfaQEcWKeyuH3m","spotify:track:0iOuOHywtfaQEcWKeyuH3m","The First Time Ever I Saw Your Face","sad","spotify:artist:53KwLdlmrlCelAZMaLVZqU","James Blake","indie soul","73","1112921","0.313","0.0516","2","-17.754","0","0.0443","0.986","0.00652","0.0938","0.0846","86.103","3"
"spotify:track:3elOzp9X3B8vMGhJBWzbIF","spotify:track:3elOzp9X3B8vMGhJBWzbIF","Wasting My Young Years","sad","spotify:artist:3Bd1cgCjtCI32PYvDC3ynO","London Grammar","metropopolis","69","1135946","0.543","0.311","5","-10.018","0","0.0361","0.857","0.000684","0.0983","0.134","126.86","4"
"spotify:track:65JyCv3jVXSpkGaVyIMnbw","spotify:track:65JyCv3jVXSpkGaVyIMnbw","Paper Thin","sad","spotify:artist:2RP4pPHTXlQpDnO9LvR7Yt","Lianne La Havas","british soul","67","678299","0.714","0.243","0","-13.513","1","0.0478","0.646","0.212","0.11","0.504","125.834","4"
"spotify:track:363sTxk8gw4vnCVBtEsBCP","spotify:track:363sTxk8gw4vnCVBtEsBCP","Kyoto (Copycat Killer Version)","sad","spotify:artist:1r1uxoy19fzMxunt3ONAkG","Phoebe Bridgers","indie pop","77","451104","0.149","0.299","11","-11.163","1","0.0351","0.92","0.00197","0.202","0.273","83.734","5"
"spotify:track:7BSMSvK0WxrDeI98bswYa8","spotify:track:7BSMSvK0WxrDeI98bswYa8","Berlin","sad","spotify:artist:2KjAo6wVc9d2WcxdxSArpV","RY X","indie folk","67","323805","0.393","0.0668","7","-20.755","1","0.0404","0.963","0.105","0.107","0.0384","136.938","4"
"spotify:track:07KMQNsSXfWJjOzFzwNWoE","spotify:track:07KMQNsSXfWJjOzFzwNWoE","Show Me Love","sad","spotify:artist:108ugtkRFQzP9nGgNiyERO","Hundred Waters","gainesville indie","51","62596","0.626","0.31","11","-15.987","1","0.161","0.879","0.0","0.643","0.225","60.285","4"
"spotify:track:2zmLkPOV4Y3NTwh5P6gM51","spotify:track:2zmLkPOV4Y3NTwh5P6gM51","Unmoved (A Black Woman Truth)","sad","spotify:artist:2Tju7nLsAMD6RTBna56hj6","Ayoni","barbadian pop","43","6312","0.411","0.249","6","-9.739","1","0.0296","0.942","8.73e-05","0.112","0.266","123.471","4"
"spotify:track:3tchJ8gDgMdaSxpaLxlr1F","spotify:track:3tchJ8gDgMdaSxpaLxlr1F","To Be Alone With You","sad","spotify:artist:4MXUO7sVCaFgFjoTI5ox5c","Sufjan Stevens","baroque pop","74","1222027","0.519","0.163","0","-18.131","0","0.0489","0.926","0.751","0.115","0.356","142.116","4"
"spotify:track:7bkxJOCyc7dQyQQrOcwXdF","spotify:track:7bkxJOCyc7dQyQQrOcwXdF","Devil That I Know","sad","spotify:artist:0AepkoQhYvkjEzzwIcGxdV","Jacob Banks","modern alternative rock","64","326495","0.443","0.0634","8","-14.087","1","0.0636","0.976","2.55e-05","0.11","0.0712","87.383","5"
"spotify:track:7kgMtZHgem1PlJhuP7vbur","spotify:track:7kgMtZHgem1PlJhuP7vbur","Rivers And Roads","sad","spotify:artist:0n94vC3S9c3mb2HyNAOcjg","The Head and the Heart","folk-pop","69","876146","0.487","0.199","0","-8.931","1","0.0354","0.726","3.91e-05","0.0755","0.164","137.873","3"
"spotify:track:6ZYy5Z5E03reWlt3hZuvXn","spotify:track:6ZYy5Z5E03reWlt3hZuvXn","Tomb","sad","spotify:artist:0W79ONUwHoehEib1nRXlmi","Angelo De Augustine","chamber pop","53","39219","0.644","0.233","10","-14.938","1","0.0316","0.971","0.0212","0.103","0.643","85.685","4"
"spotify:track:0FVuyC9RP5MACjp4lgU3qZ","spotify:track:0FVuyC9RP5MACjp4lgU3qZ","I'm God","sad","spotify:artist:5vSQUyT33qxr1xAX2Tkf3A","Clams Casino","chillwave","63","171054","0.529","0.641","2","-6.78","1","0.0336","0.0711","0.76","0.102","0.089","141.927","4"
